IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
104.24.35.72,4,4,0.00,204.99,0.00,LAX,443
104.24.32.185,4,4,0.00,204.99,0.00,LAX,443
104.16.239.99,4,4,0.00,204.99,0.00,LAX,443
104.16.51.217,4,4,0.00,205.02,0.00,LAX,443
172.67.189.63,4,4,0.00,205.02,0.00,LAX,443
172.67.187.23,4,4,0.00,205.02,0.00,LAX,443
172.67.185.49,4,4,0.00,205.02,0.00,LAX,443
172.67.191.108,4,4,0.00,205.02,0.00,LAX,443
104.27.19.196,4,4,0.00,205.02,0.00,LAX,443
104.27.36.220,4,4,0.00,205.02,0.00,LAX,443
104.27.17.200,4,4,0.00,205.02,0.00,LAX,443
104.21.103.189,4,4,0.00,205.02,0.00,LAX,443
172.67.104.74,4,4,0.00,205.03,0.00,LAX,443
172.67.95.249,4,4,0.00,205.03,0.00,LAX,443
172.67.102.1,4,4,0.00,205.03,0.00,LAX,443
104.17.193.99,4,4,0.00,205.04,0.00,LAX,443
104.17.197.74,4,4,0.00,205.04,0.00,LAX,443
104.16.213.89,4,4,0.00,205.04,0.00,LAX,443
104.24.153.203,4,4,0.00,205.05,0.00,LAX,443
104.21.50.242,4,4,0.00,205.06,0.00,LAX,443
104.21.3.188,4,4,0.00,205.07,0.00,LAX,443
104.24.162.198,4,4,0.00,205.07,0.00,LAX,443
104.24.247.233,4,4,0.00,205.07,0.00,LAX,443
104.18.200.74,4,4,0.00,205.07,0.00,LAX,443
104.18.203.98,4,4,0.00,205.07,0.00,LAX,443
104.18.205.209,4,4,0.00,205.07,0.00,LAX,443
104.18.158.91,4,4,0.00,205.07,0.00,LAX,443
104.16.169.82,4,4,0.00,205.08,0.00,LAX,443
104.18.145.160,4,4,0.00,205.08,0.00,LAX,443
104.16.210.121,4,4,0.00,205.10,0.00,LAX,443
188.114.98.70,4,4,0.00,205.10,0.00,LAX,443
141.101.115.71,4,4,0.00,205.10,0.00,LAX,443
104.16.46.201,4,4,0.00,205.12,0.00,LAX,443
104.27.119.248,4,4,0.00,205.14,0.00,LAX,443
104.27.122.76,4,4,0.00,205.14,0.00,LAX,443
104.27.121.30,4,4,0.00,205.14,0.00,LAX,443
172.64.150.9,4,4,0.00,205.15,0.00,LAX,443
172.67.94.213,4,4,0.00,205.15,0.00,LAX,443
172.67.99.252,4,4,0.00,205.15,0.00,LAX,443
172.67.103.6,4,4,0.00,205.15,0.00,LAX,443
172.67.97.103,4,4,0.00,205.15,0.00,LAX,443
172.67.98.43,4,4,0.00,205.15,0.00,LAX,443
172.67.96.83,4,4,0.00,205.15,0.00,LAX,443
172.67.105.12,4,4,0.00,205.15,0.00,LAX,443
104.21.97.104,4,4,0.00,205.17,0.00,LAX,443
104.21.96.240,4,4,0.00,205.17,0.00,LAX,443
104.21.99.100,4,4,0.00,205.17,0.00,LAX,443
104.25.221.119,4,4,0.00,205.17,0.00,LAX,443
104.25.218.50,4,4,0.00,205.17,0.00,LAX,443
104.19.16.78,4,4,0.00,205.18,0.00,LAX,443
104.17.196.207,4,4,0.00,205.18,0.00,LAX,443
104.17.198.87,4,4,0.00,205.18,0.00,LAX,443
104.17.199.180,4,4,0.00,205.18,0.00,LAX,443
104.24.78.64,4,4,0.00,205.19,0.00,LAX,443
104.24.75.10,4,4,0.00,205.19,0.00,LAX,443
104.24.74.213,4,4,0.00,205.19,0.00,LAX,443
104.24.77.99,4,4,0.00,205.19,0.00,LAX,443
104.17.195.175,4,4,0.00,205.19,0.00,LAX,443
104.24.253.241,4,4,0.00,205.19,0.00,LAX,443
104.18.61.21,4,4,0.00,205.20,0.00,LAX,443
104.18.60.75,4,4,0.00,205.20,0.00,LAX,443
104.16.93.60,4,4,0.00,205.21,0.00,LAX,443
104.16.54.30,4,4,0.00,205.21,0.00,LAX,443
104.17.192.125,4,4,0.00,205.22,0.00,LAX,443
104.16.57.147,4,4,0.00,205.23,0.00,LAX,443
104.18.194.221,4,4,0.00,205.23,0.00,LAX,443
104.16.85.118,4,4,0.00,205.23,0.00,LAX,443
104.21.4.171,4,4,0.00,205.25,0.00,LAX,443
104.27.118.105,4,4,0.00,205.27,0.00,LAX,443
104.27.113.245,4,4,0.00,205.27,0.00,LAX,443
104.16.52.194,4,4,0.00,205.28,0.00,LAX,443
104.20.60.215,4,4,0.00,205.28,0.00,FRA,443
104.27.95.95,4,4,0.00,205.28,0.00,LAX,443
104.16.94.46,4,4,0.00,205.28,0.00,LAX,443
104.21.27.200,4,4,0.00,205.29,0.00,SEA,443
104.25.222.172,4,4,0.00,205.31,0.00,LAX,443
104.25.226.117,4,4,0.00,205.31,0.00,LAX,443
104.21.56.97,4,4,0.00,205.31,0.00,LAX,443
172.67.100.89,4,4,0.00,205.32,0.00,LAX,443
104.19.20.217,4,4,0.00,205.33,0.00,LAX,443
104.21.102.159,4,4,0.00,205.33,0.00,LAX,443
104.18.204.28,4,4,0.00,205.34,0.00,LAX,443
104.18.202.251,4,4,0.00,205.34,0.00,LAX,443
104.18.197.155,4,4,0.00,205.34,0.00,LAX,443
104.18.201.110,4,4,0.00,205.34,0.00,LAX,443
104.18.62.127,4,4,0.00,205.35,0.00,LAX,443
108.162.196.126,4,4,0.00,205.35,0.00,LAX,443
104.25.83.221,4,4,0.00,205.36,0.00,LAX,443
104.25.76.151,4,4,0.00,205.36,0.00,LAX,443
104.25.79.229,4,4,0.00,205.36,0.00,LAX,443
104.16.58.173,4,4,0.00,205.36,0.00,LAX,443
104.17.194.20,4,4,0.00,205.36,0.00,LAX,443
104.16.176.105,4,4,0.00,205.36,0.00,LAX,443
104.25.225.110,4,4,0.00,205.38,0.00,LAX,443
104.25.86.251,4,4,0.00,205.38,0.00,LAX,443
104.18.56.146,4,4,0.00,205.39,0.00,LAX,443
104.18.51.102,4,4,0.00,205.39,0.00,LAX,443
172.67.188.29,4,4,0.00,205.39,0.00,LAX,443
104.18.161.218,4,4,0.00,205.40,0.00,LAX,443
104.27.114.165,4,4,0.00,205.40,0.00,LAX,443
104.16.60.155,4,4,0.00,205.40,0.00,LAX,443
104.20.48.18,4,4,0.00,205.42,0.00,FRA,443
104.21.100.207,4,4,0.00,205.42,0.00,LAX,443
104.21.98.117,4,4,0.00,205.42,0.00,LAX,443
104.21.101.43,4,4,0.00,205.42,0.00,LAX,443
172.67.118.136,4,4,0.00,205.42,0.00,LAX,443
172.67.181.175,4,4,0.00,205.43,0.00,LAX,443
104.16.31.27,4,4,0.00,205.43,0.00,LAX,443
104.20.35.237,4,4,0.00,205.43,0.00,LAX,443
104.25.223.117,4,4,0.00,205.45,0.00,LAX,443
104.21.0.29,4,4,0.00,205.45,0.00,LAX,443
104.27.89.161,4,4,0.00,205.45,0.00,LAX,443
104.27.94.193,4,4,0.00,205.45,0.00,LAX,443
173.245.59.210,4,4,0.00,205.48,0.00,LAX,443
188.114.99.87,4,4,0.00,205.48,0.00,LAX,443
188.114.97.14,4,4,0.00,205.48,0.00,LAX,443
190.93.246.138,4,4,0.00,205.48,0.00,LAX,443
104.16.59.225,4,4,0.00,205.49,0.00,LAX,443
104.18.144.131,4,4,0.00,205.49,0.00,LAX,443
104.19.18.30,4,4,0.00,205.49,0.00,LAX,443
104.18.198.75,4,4,0.00,205.50,0.00,LAX,443
104.16.115.132,4,4,0.00,205.50,0.00,LAX,443
104.25.81.52,4,4,0.00,205.51,0.00,LAX,443
104.25.84.32,4,4,0.00,205.51,0.00,LAX,443
173.245.58.190,4,4,0.00,205.51,0.00,LAX,443
172.67.182.219,4,4,0.00,205.52,0.00,LAX,443
104.25.224.173,4,4,0.00,205.52,0.00,LAX,443
104.16.103.118,4,4,0.00,205.53,0.00,LAX,443
104.16.105.223,4,4,0.00,205.53,0.00,LAX,443
104.16.167.34,4,4,0.00,205.53,0.00,LAX,443
104.27.108.218,4,4,0.00,205.53,0.00,LAX,443
104.27.120.101,4,4,0.00,205.53,0.00,LAX,443
104.27.116.154,4,4,0.00,205.53,0.00,LAX,443
104.18.146.66,4,4,0.00,205.54,0.00,LAX,443
104.18.52.132,4,4,0.00,205.56,0.00,LAX,443
104.18.58.154,4,4,0.00,205.56,0.00,LAX,443
104.18.55.233,4,4,0.00,205.57,0.00,LAX,443
172.67.119.207,4,4,0.00,205.58,0.00,LAX,443
104.27.91.173,4,4,0.00,205.60,0.00,LAX,443
104.27.92.96,4,4,0.00,205.60,0.00,LAX,443
104.16.109.246,4,4,0.00,205.60,0.00,LAX,443
104.25.85.180,4,4,0.00,205.61,0.00,LAX,443
104.25.73.161,4,4,0.00,205.61,0.00,LAX,443
104.16.133.41,4,4,0.00,205.62,0.00,LAX,443
104.25.168.187,4,4,0.00,205.62,0.00,LAX,443
108.162.194.96,4,4,0.00,205.64,0.00,LAX,443
190.93.247.49,4,4,0.00,205.64,0.00,LAX,443
104.27.123.120,4,4,0.00,205.66,0.00,LAX,443
104.27.109.242,4,4,0.00,205.66,0.00,LAX,443
172.67.184.3,4,4,0.00,205.67,0.00,LAX,443
104.16.43.102,4,4,0.00,205.74,0.00,LAX,443
104.16.111.133,4,4,0.00,205.74,0.00,LAX,443
104.16.99.220,4,4,0.00,205.74,0.00,LAX,443
104.18.153.145,4,4,0.00,205.75,0.00,LAX,443
104.18.155.188,4,4,0.00,205.75,0.00,LAX,443
104.16.96.197,4,4,0.00,205.75,0.00,LAX,443
172.66.208.233,4,4,0.00,205.75,0.00,LAX,443
172.66.207.200,4,4,0.00,205.75,0.00,LAX,443
104.25.80.127,4,4,0.00,205.76,0.00,LAX,443
104.27.112.245,4,4,0.00,205.78,0.00,LAX,443
104.16.48.121,4,4,0.00,205.78,0.00,LAX,443
141.101.123.62,4,4,0.00,205.82,0.00,LAX,443
104.20.53.242,4,4,0.00,205.82,0.00,FRA,443
104.20.47.141,4,4,0.00,205.82,0.00,LAX,443
104.19.31.113,4,4,0.00,205.83,0.00,LAX,443
198.41.207.147,4,4,0.00,205.88,0.00,LAX,443
104.18.143.199,4,4,0.00,205.89,0.00,LAX,443
104.27.111.29,4,4,0.00,205.89,0.00,LAX,443
104.16.53.78,4,4,0.00,205.89,0.00,LAX,443
141.101.120.52,4,4,0.00,205.89,0.00,LAX,443
190.93.244.149,4,4,0.00,205.89,0.00,LAX,443
141.101.114.83,4,4,0.00,205.89,0.00,LAX,443
103.21.244.251,4,4,0.00,205.89,0.00,LAX,443
188.114.96.14,4,4,0.00,205.89,0.00,LAX,443
172.66.152.199,4,4,0.00,205.90,0.00,LAX,443
172.66.154.22,4,4,0.00,205.90,0.00,LAX,443
172.66.206.125,4,4,0.00,205.91,0.00,LAX,443
172.66.209.109,4,4,0.00,205.91,0.00,LAX,443
172.66.210.6,4,4,0.00,205.92,0.00,LAX,443
172.66.205.88,4,4,0.00,205.92,0.00,LAX,443
104.25.154.55,4,4,0.00,205.92,0.00,LAX,443
104.18.195.166,4,4,0.00,205.92,0.00,LAX,443
104.20.34.148,4,4,0.00,205.93,0.00,LAX,443
104.16.55.162,4,4,0.00,205.93,0.00,LAX,443
104.25.78.45,4,4,0.00,205.94,0.00,LAX,443
104.18.152.10,4,4,0.00,205.95,0.00,LAX,443
172.65.53.40,4,4,0.00,205.97,0.00,LAX,443
104.20.56.65,4,4,0.00,205.98,0.00,FRA,443
104.24.198.142,4,4,0.00,206.00,0.00,LAX,443
172.67.123.133,4,4,0.00,206.01,0.00,LAX,443
104.18.160.55,4,4,0.00,206.01,0.00,LAX,443
104.18.165.123,4,4,0.00,206.01,0.00,LAX,443
104.16.56.142,4,4,0.00,206.02,0.00,LAX,443
108.162.192.173,4,4,0.00,206.02,0.00,LAX,443
173.245.49.210,4,4,0.00,206.02,0.00,LAX,443
108.162.195.130,4,4,0.00,206.02,0.00,LAX,443
141.101.113.103,4,4,0.00,206.02,0.00,LAX,443
141.101.122.129,4,4,0.00,206.02,0.00,LAX,443
104.25.130.240,4,4,0.00,206.02,0.00,LAX,443
104.25.129.180,4,4,0.00,206.02,0.00,LAX,443
104.25.142.252,4,4,0.00,206.02,0.00,LAX,443
104.18.100.112,4,4,0.00,206.03,0.00,LAX,443
104.19.29.235,4,4,0.00,206.03,0.00,LAX,443
104.25.141.182,4,4,0.00,206.06,0.00,LAX,443
172.67.161.182,4,4,0.00,206.07,0.00,SEA,443
104.19.143.169,4,4,0.00,206.07,0.00,LAX,443
104.16.130.129,4,4,0.00,206.08,0.00,LAX,443
104.18.53.139,4,4,0.00,206.08,0.00,LAX,443
104.16.47.46,4,4,0.00,206.09,0.00,LAX,443
172.65.52.179,4,4,0.00,206.10,0.00,LAX,443
172.64.52.224,4,4,0.00,206.11,0.00,LAX,443
172.64.48.191,4,4,0.00,206.11,0.00,LAX,443
104.20.26.90,4,4,0.00,206.11,0.00,LAX,443
104.20.36.250,4,4,0.00,206.11,0.00,LAX,443
198.41.195.146,4,4,0.00,206.13,0.00,LAX,443
198.41.203.102,4,4,0.00,206.13,0.00,LAX,443
104.24.203.5,4,4,0.00,206.13,0.00,LAX,443
172.67.127.18,4,4,0.00,206.14,0.00,LAX,443
172.66.155.165,4,4,0.00,206.15,0.00,LAX,443
172.66.136.139,4,4,0.00,206.15,0.00,LAX,443
172.66.150.90,4,4,0.00,206.15,0.00,LAX,443
172.65.34.211,4,4,0.00,206.19,0.00,SEA,443
172.65.39.41,4,4,0.00,206.19,0.00,SEA,443
172.65.38.148,4,4,0.00,206.19,0.00,SEA,443
104.19.30.221,4,4,0.00,206.21,0.00,LAX,443
104.18.54.126,4,4,0.00,206.23,0.00,LAX,443
172.66.176.189,4,4,0.00,206.23,0.00,LAX,443
104.25.138.107,4,4,0.00,206.24,0.00,LAX,443
104.16.110.220,4,4,0.00,206.24,0.00,LAX,443
172.66.193.175,4,4,0.00,206.26,0.00,LAX,443
104.25.124.149,4,4,0.00,206.26,0.00,LAX,443
104.25.151.239,4,4,0.00,206.26,0.00,LAX,443
172.67.121.223,4,4,0.00,206.26,0.00,LAX,443
172.67.122.244,4,4,0.00,206.26,0.00,LAX,443
104.18.104.164,4,4,0.00,206.27,0.00,LAX,443
104.18.108.48,4,4,0.00,206.27,0.00,LAX,443
172.67.125.160,4,4,0.00,206.30,0.00,LAX,443
104.25.140.175,4,4,0.00,206.30,0.00,LAX,443
172.66.151.25,4,4,0.00,206.30,0.00,LAX,443
172.67.120.193,4,4,0.00,206.31,0.00,LAX,443
172.65.37.129,4,4,0.00,206.32,0.00,SEA,443
172.65.47.161,4,4,0.00,206.32,0.00,SEA,443
104.25.20.240,4,4,0.00,206.34,0.00,LAX,443
104.16.25.51,4,4,0.00,206.35,0.00,LAX,443
104.18.57.64,4,4,0.00,206.36,0.00,LAX,443
172.66.175.239,4,4,0.00,206.37,0.00,LAX,443
198.41.197.162,4,4,0.00,206.38,0.00,LAX,443
172.67.124.244,4,4,0.00,206.39,0.00,LAX,443
104.25.148.82,4,4,0.00,206.39,0.00,LAX,443
104.25.125.214,4,4,0.00,206.40,0.00,LAX,443
104.18.199.228,4,4,0.00,206.40,0.00,LAX,443
104.19.126.188,4,4,0.00,206.42,0.00,LAX,443
104.16.204.231,4,4,0.00,206.49,0.00,LAX,443
198.41.215.186,4,4,0.00,206.51,0.00,LAX,443
198.41.198.35,4,4,0.00,206.51,0.00,LAX,443
198.41.200.126,4,4,0.00,206.51,0.00,LAX,443
198.41.201.68,4,4,0.00,206.51,0.00,LAX,443
172.66.177.145,4,4,0.00,206.52,0.00,LAX,443
104.25.120.142,4,4,0.00,206.56,0.00,LAX,443
104.25.155.81,4,4,0.00,206.58,0.00,LAX,443
104.25.137.138,4,4,0.00,206.58,0.00,LAX,443
172.67.126.239,4,4,0.00,206.61,0.00,LAX,443
104.25.4.145,4,4,0.00,206.62,0.00,LAX,443
104.25.149.247,4,4,0.00,206.64,0.00,LAX,443
104.16.106.176,4,4,0.00,206.64,0.00,LAX,443
104.16.135.210,4,4,0.00,206.64,0.00,LAX,443
104.16.202.248,4,4,0.00,206.65,0.00,LAX,443
104.16.207.153,4,4,0.00,206.65,0.00,LAX,443
104.18.110.240,4,4,0.00,206.66,0.00,LAX,443
104.18.109.145,4,4,0.00,206.66,0.00,LAX,443
104.18.101.46,4,4,0.00,206.66,0.00,LAX,443
104.18.102.231,4,4,0.00,206.66,0.00,LAX,443
104.25.119.75,4,4,0.00,206.69,0.00,LAX,443
104.25.127.33,4,4,0.00,206.69,0.00,LAX,443
104.25.219.197,4,4,0.00,206.69,0.00,LAX,443
104.16.112.82,4,4,0.00,206.70,0.00,LAX,443
104.25.117.179,4,4,0.00,206.70,0.00,LAX,443
104.19.125.128,4,4,0.00,206.71,0.00,LAX,443
172.67.234.179,4,4,0.00,206.76,0.00,LAX,443
104.25.118.6,4,4,0.00,206.77,0.00,LAX,443
104.25.157.31,4,4,0.00,206.77,0.00,LAX,443
104.25.143.101,4,4,0.00,206.77,0.00,LAX,443
104.25.136.77,4,4,0.00,206.77,0.00,LAX,443
104.16.104.246,4,4,0.00,206.77,0.00,LAX,443
104.18.238.37,4,4,0.00,206.78,0.00,LAX,443
104.18.236.133,4,4,0.00,206.78,0.00,LAX,443
104.16.201.201,4,4,0.00,206.78,0.00,LAX,443
104.16.203.227,4,4,0.00,206.79,0.00,LAX,443
162.159.194.146,4,4,0.00,206.79,0.00,LAX,443
104.21.221.121,4,4,0.00,206.79,0.00,LAX,443
104.21.218.9,4,4,0.00,206.79,0.00,LAX,443
104.16.165.24,4,4,0.00,206.79,0.00,LAX,443
104.16.200.5,4,4,0.00,206.79,0.00,LAX,443
104.18.106.228,4,4,0.00,206.82,0.00,LAX,443
104.25.24.21,4,4,0.00,206.82,0.00,LAX,443
104.21.223.99,4,4,0.00,206.85,0.00,LAX,443
104.16.123.10,4,4,0.00,206.85,0.00,LAX,443
172.66.148.108,4,4,0.00,206.85,0.00,LAX,443
104.18.103.36,4,4,0.00,206.86,0.00,LAX,443
104.25.121.141,4,4,0.00,206.86,0.00,LAX,443
172.67.236.103,4,4,0.00,206.89,0.00,LAX,443
104.18.247.237,4,4,0.00,206.92,0.00,LAX,443
104.25.23.230,4,4,0.00,206.92,0.00,LAX,443
104.19.122.132,4,4,0.00,206.94,0.00,LAX,443
104.16.206.11,4,4,0.00,206.96,0.00,LAX,443
104.25.134.4,4,4,0.00,206.97,0.00,LAX,443
104.25.126.135,4,4,0.00,206.97,0.00,LAX,443
104.16.122.250,4,4,0.00,206.98,0.00,LAX,443
104.16.126.171,4,4,0.00,206.98,0.00,LAX,443
104.16.143.159,4,4,0.00,206.98,0.00,LAX,443
104.16.117.65,4,4,0.00,206.98,0.00,LAX,443
104.16.141.37,4,4,0.00,206.98,0.00,LAX,443
104.19.127.155,4,4,0.00,206.98,0.00,LAX,443
104.16.114.171,4,4,0.00,206.99,0.00,LAX,443
104.16.108.247,4,4,0.00,206.99,0.00,LAX,443
104.25.21.58,4,4,0.00,206.99,0.00,LAX,443
198.41.196.9,4,4,0.00,207.00,0.00,LAX,443
172.66.147.98,4,4,0.00,207.00,0.00,LAX,443
172.66.146.191,4,4,0.00,207.00,0.00,LAX,443
104.18.111.254,4,4,0.00,207.01,0.00,LAX,443
104.18.107.236,4,4,0.00,207.01,0.00,LAX,443
104.18.248.132,4,4,0.00,207.02,0.00,LAX,443
104.21.229.19,4,4,0.00,207.02,0.00,LAX,443
104.21.227.88,4,4,0.00,207.02,0.00,LAX,443
104.21.214.207,4,4,0.00,207.02,0.00,LAX,443
162.159.207.71,4,4,0.00,207.03,0.00,LAX,443
104.25.122.53,4,4,0.00,207.04,0.00,LAX,443
104.17.177.1,4,4,0.00,207.07,0.00,HKG,443
172.66.139.216,4,4,0.00,207.07,0.00,LAX,443
198.41.222.225,4,4,0.00,207.09,0.00,LAX,443
104.16.11.220,4,4,0.00,207.09,0.00,LAX,443
172.66.145.206,4,4,0.00,207.12,0.00,LAX,443
104.16.173.3,4,4,0.00,207.12,0.00,LAX,443
104.16.98.48,4,4,0.00,207.12,0.00,LAX,443
104.16.118.107,4,4,0.00,207.12,0.00,LAX,443
104.16.128.80,4,4,0.00,207.12,0.00,LAX,443
104.16.101.221,4,4,0.00,207.12,0.00,LAX,443
104.16.166.41,4,4,0.00,207.12,0.00,LAX,443
104.16.107.163,4,4,0.00,207.12,0.00,LAX,443
104.16.127.206,4,4,0.00,207.12,0.00,LAX,443
104.19.136.94,4,4,0.00,207.14,0.00,LAX,443
104.16.7.243,4,4,0.00,207.14,0.00,LAX,443
104.16.5.82,4,4,0.00,207.14,0.00,LAX,443
104.21.226.182,4,4,0.00,207.14,0.00,LAX,443
104.21.222.96,4,4,0.00,207.14,0.00,LAX,443
104.21.220.145,4,4,0.00,207.14,0.00,LAX,443
104.21.216.177,4,4,0.00,207.15,0.00,LAX,443
104.21.224.162,4,4,0.00,207.15,0.00,LAX,443
104.21.219.141,4,4,0.00,207.15,0.00,LAX,443
104.21.215.79,4,4,0.00,207.15,0.00,LAX,443
104.21.225.0,4,4,0.00,207.15,0.00,LAX,443
104.18.253.22,4,4,0.00,207.15,0.00,LAX,443
104.18.239.172,4,4,0.00,207.15,0.00,LAX,443
104.21.228.248,4,4,0.00,207.16,0.00,LAX,443
172.67.254.139,4,4,0.00,207.16,0.00,LAX,443
172.67.241.136,4,4,0.00,207.16,0.00,LAX,443
172.67.239.117,4,4,0.00,207.16,0.00,LAX,443
198.41.205.240,4,4,0.00,207.16,0.00,LAX,443
104.25.22.112,4,4,0.00,207.19,0.00,LAX,443
104.18.59.98,4,4,0.00,207.23,0.00,LAX,443
104.24.83.22,4,4,0.00,207.23,0.00,LAX,443
162.159.193.8,4,4,0.00,207.23,0.00,LAX,443
162.159.199.8,4,4,0.00,207.23,0.00,LAX,443
162.159.195.2,4,4,0.00,207.24,0.00,LAX,443
104.24.93.131,4,4,0.00,207.25,0.00,LAX,443
172.67.176.27,4,4,0.00,207.27,0.00,LAX,443
104.18.41.182,4,4,0.00,207.30,0.00,LAX,443
104.18.246.241,4,4,0.00,207.30,0.00,LAX,443
172.66.128.230,4,4,0.00,207.33,0.00,LAX,443
104.25.152.4,4,4,0.00,207.33,0.00,LAX,443
162.159.41.47,4,4,0.00,207.36,0.00,LAX,443
104.16.8.41,4,4,0.00,207.39,0.00,LAX,443
104.18.244.16,4,4,0.00,207.44,0.00,LAX,443
104.21.217.186,4,4,0.00,207.44,0.00,LAX,443
104.16.9.167,4,4,0.00,207.45,0.00,LAX,443
104.24.82.108,4,4,0.00,207.45,0.00,LAX,443
162.159.39.80,4,4,0.00,207.46,0.00,LAX,443
104.18.32.83,4,4,0.00,207.49,0.00,LAX,443
104.18.240.207,4,4,0.00,207.49,0.00,LAX,443
172.67.248.55,4,4,0.00,207.50,0.00,LAX,443
172.67.247.82,4,4,0.00,207.50,0.00,LAX,443
172.67.250.173,4,4,0.00,207.50,0.00,LAX,443
162.159.192.245,4,4,0.00,207.51,0.00,LAX,443
162.159.196.60,4,4,0.00,207.51,0.00,LAX,443
104.18.105.33,4,4,0.00,207.52,0.00,LAX,443
104.19.119.250,4,4,0.00,207.53,0.00,LAX,443
172.67.114.34,4,4,0.00,207.57,0.00,LAX,443
172.67.110.232,4,4,0.00,207.57,0.00,LAX,443
172.67.108.95,4,4,0.00,207.57,0.00,LAX,443
104.24.79.244,4,4,0.00,207.58,0.00,LAX,443
104.24.84.125,4,4,0.00,207.59,0.00,LAX,443
104.24.80.207,4,4,0.00,207.59,0.00,LAX,443
104.16.6.113,4,4,0.00,207.59,0.00,LAX,443
104.18.241.91,4,4,0.00,207.62,0.00,LAX,443
104.18.242.173,4,4,0.00,207.62,0.00,LAX,443
104.24.255.116,4,4,0.00,207.63,0.00,LAX,443
172.67.252.242,4,4,0.00,207.63,0.00,LAX,443
172.66.173.17,4,4,0.00,207.63,0.00,LAX,443
162.159.48.7,4,4,0.00,207.65,0.00,LAX,443
104.18.243.101,4,4,0.00,207.65,0.00,LAX,443
104.19.121.20,4,4,0.00,207.65,0.00,LAX,443
172.64.67.243,4,4,0.00,207.68,0.00,LAX,443
104.25.1.27,4,4,0.00,207.69,0.00,LAX,443
104.18.255.176,4,4,0.00,207.70,0.00,LAX,443
104.19.0.57,4,4,0.00,207.70,0.00,LAX,443
104.24.91.173,4,4,0.00,207.74,0.00,LAX,443
104.24.85.62,4,4,0.00,207.74,0.00,LAX,443
104.16.10.235,4,4,0.00,207.74,0.00,LAX,443
104.18.250.197,4,4,0.00,207.76,0.00,LAX,443
172.67.228.115,4,4,0.00,207.77,0.00,LAX,443
172.67.226.85,4,4,0.00,207.77,0.00,LAX,443
162.159.34.21,4,4,0.00,207.77,0.00,LAX,443
162.159.43.225,4,4,0.00,207.77,0.00,LAX,443
104.25.6.147,4,4,0.00,207.78,0.00,LAX,443
104.25.5.82,4,4,0.00,207.81,0.00,LAX,443
172.64.68.212,4,4,0.00,207.82,0.00,LAX,443
104.18.254.51,4,4,0.00,207.83,0.00,LAX,443
104.24.88.54,4,4,0.00,207.86,0.00,LAX,443
172.67.244.105,4,4,0.00,207.87,0.00,LAX,443
172.67.238.44,4,4,0.00,207.89,0.00,LAX,443
104.24.89.77,4,4,0.00,207.90,0.00,LAX,443
104.24.94.43,4,4,0.00,207.90,0.00,LAX,443
104.19.118.205,4,4,0.00,207.91,0.00,LAX,443
104.18.251.71,4,4,0.00,207.91,0.00,LAX,443
162.159.46.100,4,4,0.00,207.94,0.00,LAX,443
162.159.27.75,4,4,0.00,207.94,0.00,LAX,443
162.159.49.182,4,4,0.00,207.94,0.00,LAX,443
104.18.249.114,4,4,0.00,207.94,0.00,LAX,443
104.17.220.129,4,4,0.00,207.95,0.00,HKG,443
172.66.171.0,4,4,0.00,207.96,0.00,LAX,443
172.66.169.139,4,4,0.00,207.96,0.00,LAX,443
162.159.38.214,4,4,0.00,207.97,0.00,LAX,443
162.159.45.188,4,4,0.00,207.97,0.00,LAX,443
104.16.184.190,4,4,0.00,207.99,0.00,LAX,443
104.16.199.62,4,4,0.00,207.99,0.00,LAX,443
172.67.225.234,4,4,0.00,208.00,0.00,LAX,443
104.25.3.170,4,4,0.00,208.01,0.00,LAX,443
104.24.92.237,4,4,0.00,208.03,0.00,LAX,443
162.159.36.30,4,4,0.00,208.03,0.00,LAX,443
104.19.124.172,4,4,0.00,208.04,0.00,LAX,443
104.19.116.4,4,4,0.00,208.04,0.00,LAX,443
104.19.123.57,4,4,0.00,208.04,0.00,LAX,443
104.18.237.164,4,4,0.00,208.05,0.00,LAX,443
104.19.117.202,4,4,0.00,208.05,0.00,LAX,443
104.19.1.190,4,4,0.00,208.06,0.00,LAX,443
172.64.66.229,4,4,0.00,208.08,0.00,LAX,443
172.67.237.151,4,4,0.00,208.08,0.00,LAX,443
172.67.235.178,4,4,0.00,208.08,0.00,LAX,443
104.25.0.128,4,4,0.00,208.10,0.00,LAX,443
104.25.2.202,4,4,0.00,208.10,0.00,LAX,443
104.16.180.7,4,4,0.00,208.11,0.00,LAX,443
104.16.192.141,4,4,0.00,208.11,0.00,LAX,443
172.66.174.174,4,4,0.00,208.12,0.00,LAX,443
172.66.172.205,4,4,0.00,208.12,0.00,LAX,443
162.159.33.154,4,4,0.00,208.12,0.00,LAX,443
162.159.61.135,4,4,0.00,208.12,0.00,LAX,443
172.66.143.110,4,4,0.00,208.18,0.00,LAX,443
162.159.44.64,4,4,0.00,208.19,0.00,LAX,443
162.159.42.102,4,4,0.00,208.19,0.00,LAX,443
104.20.16.178,4,4,0.00,208.19,0.00,LAX,443
104.18.73.178,4,4,0.00,208.21,0.00,LAX,443
172.67.240.178,4,4,0.00,208.21,0.00,LAX,443
172.67.242.171,4,4,0.00,208.27,0.00,LAX,443
162.159.32.124,4,4,0.00,208.28,0.00,LAX,443
162.159.60.17,4,4,0.00,208.29,0.00,LAX,443
